month,day,hour,usage
5,13,2,0.3428833333333333
5,13,3,0.2891000000000001
5,13,4,0.24793333333333337
5,13,5,0.24901666666666653
5,13,6,0.18621666666666667
5,13,7,0.3864666666666667
5,13,8,0.4039333333333333
5,13,9,0.2250666666666667
5,13,10,0.3807666666666668
5,13,11,0.3678166666666666
5,13,12,0.5319166666666666
5,13,13,0.4892666666666665
5,13,14,0.581
5,13,15,0.44433333333333336
5,13,16,0.47795000000000004
5,13,17,0.5907833333333331
5,13,18,0.5264000000000001
5,13,19,0.74545
5,13,20,0.7368333333333336
5,13,21,0.7501999999999999
5,13,22,0.7163166666666668
5,13,23,0.9349833333333336
5,14,0,0.8598833333333331
5,14,1,0.6653833333333334
5,14,2,0.4171166666666668
5,14,3,0.3878833333333332
5,14,4,0.9483166666666667
5,14,5,1.7564666666666657
5,14,6,0.3473666666666667
5,14,7,0.6773833333333334
5,14,8,0.3298000000000002
5,14,9,0.41413333333333335
5,14,10,0.52795
5,14,11,0.38313333333333327
5,14,12,0.3996666666666666
5,14,13,0.6138666666666667
5,14,14,0.37910000000000005
5,14,15,0.28403333333333336
5,14,16,0.28058333333333335
5,14,17,0.34604999999999986
5,14,18,0.5341833333333335
5,14,19,2.048566666666666
5,14,20,0.9865333333333337
5,14,21,4.179116666666665
5,14,22,0.9751166666666663
5,14,23,0.6315500000000001
5,15,0,0.4147166666666664
5,15,1,0.2990833333333332
5,15,2,0.24978333333333314
5,15,3,0.26811666666666667
5,15,4,0.3245666666666666
5,15,5,1.0994333333333335
5,15,6,0.2806166666666668
5,15,7,0.6018666666666667
5,15,8,0.31978333333333336
5,15,9,0.3092833333333333
5,15,10,0.3055333333333333
5,15,11,0.28128333333333344
5,15,12,0.9607499999999997
5,15,13,0.7570833333333334
5,15,14,1.1193500000000003
5,15,15,1.2608333333333337
5,15,16,1.2260166666666672
5,15,17,1.1259833333333333
5,15,18,0.9683666666666668
5,15,19,1.925016666666667
5,15,20,2.968266666666666
5,15,21,4.023166666666667
5,15,22,3.2703333333333333
5,15,23,2.114966666666666
5,16,0,0.7990000000000006
5,16,1,0.5528166666666666
5,16,2,0.8589833333333333
5,16,3,0.86555
5,16,4,0.6985666666666669
5,16,5,0.49501666666666666
5,16,6,0.49010000000000004
5,16,7,0.64265
5,16,8,0.6478833333333333
5,16,9,0.3326166666666666
5,16,10,0.3748166666666667
5,16,11,0.5184166666666666
5,16,12,0.9714499999999998
5,16,13,0.9035000000000001
5,16,14,1.5804000000000005
5,16,15,1.0490333333333335
5,16,16,1.6490333333333334
5,16,17,2.9602166666666676
5,16,18,1.833
5,16,19,2.009683333333333
5,16,20,2.29855
5,16,21,2.2138833333333334
5,16,22,3.175266666666666
5,16,23,1.5539499999999995
5,17,0,1.1707833333333333
5,17,1,1.8251500000000003
5,17,2,1.4479166666666667
5,17,3,0.7189333333333336
5,17,4,0.3715166666666667
5,17,5,0.2551666666666667
5,17,6,0.26914999999999994
5,17,7,0.22971666666666685
5,17,8,0.2247000000000001
5,17,9,0.4962166666666668
5,17,10,1.1079333333333337
5,17,11,0.9219500000000002
5,17,12,1.3796666666666675
5,17,13,1.6063166666666675
5,17,14,2.2843833333333334
5,17,15,0.8896
5,17,16,0.9714833333333333
5,17,17,1.1492000000000002
5,17,18,1.869983333333334
5,17,19,1.2865833333333334
5,17,20,1.2354666666666665
5,17,21,1.65975
5,17,22,1.908116666666666
5,17,23,1.6425500000000006
5,18,0,1.151983333333334
5,18,1,0.8653166666666667
5,18,2,0.3556000000000001
5,18,3,0.2298166666666666
5,18,4,0.2440166666666666
5,18,5,1.504066666666668
5,18,6,0.2836166666666667
5,18,7,0.4394666666666665
5,18,8,0.2633333333333333
5,18,9,0.5486333333333332
5,18,10,0.9486999999999999
5,18,11,1.7435000000000003
5,18,12,1.7608666666666666
5,18,13,1.1489666666666671
5,18,14,1.5287166666666672
5,18,15,1.5314666666666663
5,18,16,0.6514333333333333
5,18,17,0.8973999999999999
5,18,18,2.0821833333333326
5,18,19,2.0508333333333333
5,18,20,1.8947000000000003
5,18,21,1.8697666666666666
5,18,22,1.15405
5,18,23,2.200016666666666
5,19,0,1.1257833333333338
5,19,1,0.8676833333333336
5,19,2,0.864916666666667
5,19,3,0.6356000000000004
5,19,4,0.4726333333333334
5,19,5,0.39288333333333336
5,19,6,0.4368666666666667
5,19,7,0.4939500000000001
5,19,8,0.6226833333333333
5,19,9,0.7173833333333334
5,19,10,0.9840666666666666
5,19,11,1.277766666666667
5,19,12,1.1512333333333336
5,19,13,1.3548000000000007
5,19,14,1.5152833333333329
5,19,15,1.20385
5,19,16,1.8699166666666662
5,19,17,0.7474333333333331
5,19,18,1.8155000000000001
5,19,19,1.9201166666666671
5,19,20,3.999233333333332
5,19,21,1.2325500000000007
5,19,22,1.2112666666666665
5,19,23,1.2224666666666666
5,20,0,1.1087999999999998
5,20,1,0.8923833333333331
5,20,2,0.6833666666666665
5,20,3,0.7318833333333331
5,20,4,0.5469166666666665
5,20,5,1.3527166666666661
5,20,6,0.4239666666666666
5,20,7,0.5592666666666664
5,20,8,0.3164833333333332
5,20,9,1.0141833333333337
5,20,10,1.2942166666666666
5,20,11,1.6275666666666666
5,20,12,1.7905333333333329
5,20,13,2.0527833333333327
5,20,14,1.2175833333333337
5,20,15,0.9827666666666667
5,20,16,1.078166666666667
5,20,17,1.2707666666666666
5,20,18,1.4636000000000002
5,20,19,1.678216666666667
5,20,20,1.0774333333333332
5,20,21,3.278566666666667
5,20,22,2.436799999999999
5,20,23,3.86865
5,21,0,1.6868499999999993
5,21,1,1.4033000000000004
5,21,2,1.28605
5,21,3,0.8410166666666667
5,21,4,0.8721166666666662
5,21,5,1.2901166666666668
5,21,6,0.5341833333333333
5,21,7,0.8186
5,21,8,0.46958333333333335
5,21,9,1.5596500000000002
5,21,10,0.9139
5,21,11,1.2049666666666667
5,21,12,1.1099833333333333
5,21,13,1.5553333333333337
5,21,14,1.4814666666666665
5,21,15,1.3700166666666669
5,21,16,1.7279499999999999
5,21,17,2.111333333333332
5,21,18,1.1216833333333334
5,21,19,4.193466666666667
5,21,20,2.145033333333333
5,21,21,2.7270166666666658
5,21,22,1.0081499999999999
5,21,23,1.7950666666666666
5,22,0,1.2122999999999997
5,22,1,0.961633333333333
5,22,2,0.9828666666666664
5,22,3,1.292883333333333
5,22,4,3.888266666666667
5,22,5,2.036183333333333
5,22,6,0.4335333333333333
5,22,7,0.6557499999999997
5,22,8,0.3561666666666667
5,22,9,0.5591166666666664
5,22,10,0.557766666666667
5,22,11,0.578716666666667
5,22,12,1.0751666666666666
5,22,13,1.2599166666666668
5,22,14,1.943116666666666
5,22,15,1.5408499999999998
5,22,16,2.6816000000000004
5,22,17,1.9814999999999996
5,22,18,1.2684
5,22,19,1.5599333333333332
5,22,20,1.7984666666666667
5,22,21,2.0390500000000005
5,22,22,1.720766666666667
5,22,23,2.144916666666666
5,23,0,0.7628666666666665
5,23,1,0.8888833333333334
5,23,2,0.9197000000000004
5,23,3,0.8302833333333333
5,23,4,0.6000833333333334
5,23,5,1.3677666666666677
5,23,6,0.6216333333333333
5,23,7,0.8042000000000001
5,23,8,0.9203500000000001
5,23,9,1.6234333333333335
5,23,10,2.268716666666667
5,23,11,2.0145
5,23,12,3.031033333333333
5,23,13,3.8441666666666667
5,23,14,4.593650000000002
5,23,15,1.6012500000000005
5,23,16,1.4542000000000002
5,23,17,1.4344999999999997
5,23,18,1.0942500000000002
5,23,19,0.86065
5,23,20,0.8226000000000001
5,23,21,1.2702500000000003
5,23,22,1.641733333333333
5,23,23,1.2838333333333336
5,24,0,2.0597333333333334
5,24,1,1.6436833333333323
5,24,2,1.3573
5,24,3,1.0931166666666665
5,24,4,1.6311666666666667
5,24,5,2.366249999999999
5,24,6,0.7542666666666663
5,24,7,0.6350333333333334
5,24,8,0.9341333333333331
5,24,9,1.1988833333333326
5,24,10,1.2380333333333333
5,24,11,1.2331000000000003
5,24,12,1.72665
